date,location,debate,speakers,dialogue,word_count,candidate,withdrawn,avg_word_length
7/30/2019,Detroit,Second Debate,Warren,"So giant corporations and billionaires are going to pay more. Middle class families are going to pay less out of pocket for their health care. And I’d like to finish talking about Eddie, the guy who has ALS. This isn’t funny. This is somebody who has health insurance and is dying. And every month he has about $9,000 in medical bills that his insurance company won’t cover.",67,1,0,4.17
7/30/2019,Detroit,Second Debate,Warren,"His wife, Rachel is on the phone for hours and hours and hours begging the insurance company, “Please cover what the doctors say he needs.” He talks about what it’s like to go online with thousands of other people to beg friends, family and strangers for money so he can cover his medical expenses.",54,1,0,4.31
7/30/2019,Detroit,Second Debate,Warren,The basic model of an insurance company has taken as much money as you can in premiums and pay out as little as possible in health care coverage. That is not working-,32,1,0,4.16
7/30/2019,Detroit,Second Debate,Tapper,Thank you.,2,0,0,4.0
7/30/2019,Detroit,Second Debate,Warren,… for American across this country-,6,1,0,5.6
7/30/2019,Detroit,Second Debate,Tapper,Thank you Senator.,3,0,0,5.0
7/30/2019,Detroit,Second Debate,Warren,Medicare for All will fix that and that’s why I will fight for it.,14,1,0,3.4
7/30/2019,Detroit,Second Debate,Tapper,"Thank you Senator. Just a point of clarification, in 15 extra seconds, would you raise taxes on the middle class to pay for Medicare for All? Offset obviously by the elimination of insurance premiums, yes or no?",37,0,0,4.57
7/30/2019,Detroit,Second Debate,Warren,"Costs will go up for billionaires and go up for corporations. For middle class families, cost-",16,1,0,4.75
7/30/2019,Detroit,Second Debate,Warren,"And go up for corporations. For middle class families, total costs will go down.",14,1,0,4.57
7/30/2019,Detroit,Second Debate,Tapper,"Governor Bullock, I want to bring you in. You do not support Medicare for All. How do you respond to Senator Warren?",22,0,0,4.14
7/30/2019,Detroit,Second Debate,Bullock,"No. Healthcare is so personal to all of us. Never forget when my 12-year old son had a heart attack within 24 hours of his life, had to be life-flighted to Salt Lake City, but because we had good insurance, he’s here with me tonight. At the end of the day, I’m not going to support any plan that rips away quality healthcare from individuals. This is an example of wishlist economics. It used to be just Republicans wanted to repeal and replace. Now, many Democrats do as well. We can get there with a public option, negotiating drug prices, ending-",101,1,1,4.1
7/30/2019,Detroit,Second Debate,Tapper,"Thank you, Governor Bullock. I want to bring in Mayor Buttigieg on the topic of whether or not the middle-class should pay higher taxes in exchange for guaranteed healthcare and the elimination of insurance premiums. How do you respond, Mayor?",40,0,0,4.83
7/30/2019,Detroit,Second Debate,Buttigieg,"So, we don’t have to stand up here speculating about whether the public option or a Medicare for All environment will be better than the corporate options. We can put it to the test. That’s the concept of my Medicare for All who want to proposal. That way, if people like me are right that the public alternative is going to be not only more comprehensive but more affordable than any of the corporate options around there, we’ll see Americans walk away from the corporate options into that Medicare option and it will become Medicare for All without us having to kick anybody off. [crosstalk 00:19:28]",106,1,0,4.35
7/30/2019,Detroit,Second Debate,Tapper,"15 seconds on the clarification. You are willing to raise taxes on middle-class Americans in order to have universal coverage with the disappearance of insurance premiums, yes or no?",29,0,0,5.0
7/30/2019,Detroit,Second Debate,Buttigieg,I think you can buy into it. That’s the idea of Medicare for All who want it.,17,1,0,3.22
7/30/2019,Detroit,Second Debate,Buttigieg,"Look, this is a distinction without a difference whether you’re paying the same money in the form of taxes or premiums. Look. In this country, if you have health coverage… If you don’t have health coverage, you’re paying too much for care. And if you do have health coverage, you’re paying too much for the care. [crosstalk 00:19:56]",58,1,0,4.05
7/30/2019,Detroit,Second Debate,Tapper,"Thank you, Mayor Buttigieg. I want to bring in Congressman O’Rourke on the topic of whether the middle-class should pay higher taxes in exchange for universal coverage and the elimination of insurance premiums. What’s your response?",36,0,0,4.87
7/30/2019,Detroit,Second Debate,O'rourke,"The answer is no. The middle-class will not pay more in taxes in order to ensure that every American is guaranteed world-class healthcare. I think we’re being offered a false choice. Some who want to improve the Affordable Care Act at the margins. Others who want a Medicare for All program that will force people off of private insurance. I have a better path, Medicare for America. Everyone who is uninsured is enrolled in Medicare tomorrow. Those who are insufficiently insured are enrolled in Medicare, and those who have employer-sponsored insurance- [crosstalk 00:20:38]",93,1,1,4.71
7/30/2019,Detroit,Second Debate,O'rourke,"Jake, this is important.",4,1,1,4.75
7/30/2019,Detroit,Second Debate,Tapper,Who’s offering a false choice here?,6,0,0,4.0
7/30/2019,Detroit,Second Debate,O'rourke,"You have some, Governor Bullock, who said that we will improve the Affordable Care Act at the margins with a public option. You have others to my right who are talking about taking away people’s choice for the private insurance they have or members of unions. I was listening to D. Taylor in Nevada. His members want to healthcare that they fought for. [crosstalk 00:20:57]",65,1,1,4.37
7/30/2019,Detroit,Second Debate,Tapper,"Thank you, Congressman. Governor Bullock, he just said you’re offering false choice, sir.",13,0,0,5.07
7/30/2019,Detroit,Second Debate,Bullock,"Congressman, not at all. It took us decades and false starts to get the Affordable Care Act. So, let’s actually build on a public option allowing anyone to buy in. We pay more for prescription drugs than any place actually in the world. We’ve got nothing to show for it. Negotiate prescription drug prices, end surprise medical billing. That’s the way that we can get there without disrupting the lives of 160-million people that like their employer-sponsored health insurance.",79,1,1,4.57
7/30/2019,Detroit,Second Debate,Tapper,"Congressman O’Rourke, you can respond.",5,0,0,5.17
7/30/2019,Detroit,Second Debate,O'rourke,"Every estimate that I’ve seen of expanding ACA even through a public option still leaves millions of people uninsured and also means that people are not guaranteed the health care that they need. As the examples that Senator Warren showed us, our plan ensures that everyone is enrolled in Medicare or can keep their employer-sponsored insurance.",56,1,1,4.91
7/30/2019,Detroit,Second Debate,O'rourke,"When we listen to the American people and this is what they want us to do, they want everyone covered, but they want to be able to maintain choice and our plan does that.",34,1,1,3.94
7/30/2019,Detroit,Second Debate,Tapper,"Thank you, Congressman. I wanna bring in Senator Klobuchar. Senator Warren, at the beginning of the night, said that Democrats cannot win the White House with small ideas and spinelessness. In the last debate, she said the politicians who are not supporting Medicare for All simply lack the will to fight for it. You do not support Medicare for All. Is Senator Warren correct. Do you just not lack the will to fight for it?",75,0,0,4.51
7/30/2019,Detroit,Second Debate,Klobuchar,"That is incorrect. I just have a better way to do this. And in one of my first debates, Jake, I was called a street fighter from the iron range by my opponent. And when she said it, I said, “Thank you.” So, this is what I think we need to get done. We need the public option. That’s what Barack Obama wanted, and it would bring healthcare costs down for everyone. And by the way, I just don’t buy this. I’ve heard some of these candidates say that it’s somehow not moral to not have that public option. Well, Senator Sanders was actually on a public option bill last year and that was, Bernie, the Medicaid public option bill that Senator Schatz introduced. Clearly, this is the easiest way to move forward quickly, and I want to get things done. People can’t wait. I’ve got my friend, Nicole, out there whose son was actually died trying to ration his insulin as a restaurant manager and he died because he didn’t have the enough money to pay for it. And Bernie and I have worked on pharmaceutical [inaudible 00:23:23] together, and we can get that expensive- [crosstalk 00:23:25]",198,1,0,4.01
