date,debate_name,debate_section,speaker,speech,speaking_time_seconds
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Elizabeth Warren,"This is a point where we need to talk about race though. It is not enough to talk about housing neutrally, and just be race blind. It is important to recognize the role that the federal government played for decades and decades in discriminating against African Americans having an opportunity to buy homes. That’s redlining. While Mayor Bloomberg was blaming the housing crash of 2008 on African Americans and on Latinos, in fact, I was out there fighting for a consumer agency to make sure people never get cheated again on their mortgages. I have a housing plan, and what it has in it specifically is a piece to deal with the effects of redlining. We can no longer pretend that everything is race neutral. We have got to address, race consciously, what’s happening in this.",56.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Major Garrett,"Mayor Bloomberg, please. We were going to ask you about this. I want to give you a chance to respond because, in addition to what Senator Warren just said, on Twitter, she called you a liar and a borderline racist because of what you said about redlining.",10.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Michael Bloomberg,"Yes. I’m sorry, but unfortunately, she’s misinformed on redlining. You can go back and look at the record. I fought against it before ’08, the crisis, during ’08, and after that. Redlining is not the problem with the mortgage market, but it was a problem for the communities where it was done, and we stopped that. Let me also say, since I have the floor for a second, that I really am surprised that all of these, my fellow contestants up here, I guess would be the right word for it, given nobody pays attention to the clock, I’m surprised they show up, because I would have thought after I did such a good job in beating them last week that they’d be a little bit afraid to do that.",42.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Michael Bloomberg,"But let me just say, when you’re talking about affordable housing, we created 175,000 units of affordable housing in New York City, and I listened to them, they’re in Congress, and they say that can’t get it done, can’t get it done, but if you change something like the president, they would. No. You have to learn how to work with both sides of the aisle, and then you can get stuff done. I did it in New York City. I got the Republican State Senate to vote for gay marriage, virtually before anybody else in this country. You can work across the aisle. You just have to know how to deal with people.",31.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Major Garrett,"Mayor Bloomberg, thank you very much. Back to you, Bill.",2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,"Vice President Biden, black men earn 73 cents for every dollar earned by white men, are about twice as likely to be unemployed, five times more likely to be incarcerated. Conditions that ripple across black families and have endured during both Democratic and Republican administrations. How do you convince black voters that you can change years of inequities?",25.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"Two ways. Number one, my entire life, I’ve been involved with the black community. I was a public defender. I worked in the projects. I came along, and first thing I did as the Chairman of the Judiciary Committee, extended the Voting Rights Act, eventually for 25 years, and I’ve been deeply involved. In my first effort I had as a Councilman was doing away with redlining in the county. The way we do this, we got to help them create wealth, and that’s why we double the amount of money that is available for young entrepreneurs, and black entrepreneurs are as successful as any other group of people in the country. We go from 1.5 billion to $3 billion, taking $30 billion off the sidelines. That’s how you create wealth. Secondly, I provide for the opportunity for first time home buyers to be able to have a $15,000 tax credit, so they can get the mortgage at the front end and be able to keep it.",53.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"Thirdly, I go after those people who are involved in gentrification, because what’s happening is we’re moving people out of their neighborhoods in ways that in fact make no sense. They’re being bought out, if anything. You can not find a place to live. And thirdly, I make sure that with regard to housing, we allow people… Look, right now, if you live in a black neighborhood and you have the same exact house as the guy across the street in a white neighborhood has, your house is valued significantly less than the white. The same exact house. We’ve got to deal with the institutional racism-",29.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Thank you Mr Vice President.,2.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Joe Biden,"I note how you cut me off all the time, but I’m not going to be quiet anymore. Okay?",4.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Mr Steyer.,3.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Tom Steyer,"Every single policy area in the United States has a gigantic subtext of race. We’re talking about education, we’re talking about criminal justice, we’re talking about housing, we’re talking about loans. I started a bank to basically correct the injustice in the financial services industry, basically to make loans to black-owned, Latino-owned and women-owned businesses. We’ve supported over 8,000 affordable housing units. But more than that, I believe I’m the only person on this stage who believes in reparations for slavery. Something happened. We should have a formal commission on race to retell the story of the last 400 plus years in America, of African Americans, of systematic legal injustice, discrimination, and cruelty, but also of 400 plus years of contribution, in terms of building the United States of America and leading the United States of America from a moral standpoint.",68.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Bill Whitaker,Thank you Mr Steyer. [crosstalk 00:20:56].,0.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Thank you, Bill. Senator Klobuchar, next question. New topic. New topic, Senator Klobuchar. If you could honor the rules of the debate, thank you.",5.0
02-25-2020,South Carolina Democratic Debate Transcript: February 25 Democratic Debate,Part 2: South Carolina Democratic Debate Transcript,Norah O’Donnell,"Senator Klobuchar, I’d like to change topics and ask you, rural areas have populations who are older, sicker, and poorer than non-rural communities, and they have to travel farther to get medical help when they need it. Expanding coverage is going to be useless if there are no providers to go to. So how would you ensure that there is available healthcare in rural areas?",23.0
